 Cod. Tipo Entidad ; Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. País ; País ; Cod CCAA ; CCAA ; Cod. Provincia ; Provincia ; Cód. Municipio ; Municipio/Población ; Domicilio ; CP ; Tipo 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 077 ; ESPLUGUES DE LLOBREGAT ; PZ DE LA SARDANA 9 ; 08950 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 086 ; FRANQUESES DEL VALLÈS(LES) ; CR DE RIBES, 140 S/N ; 08520 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 088 ; GARRIGA (LA) ; CL BANYS, 43 0043 ; 08530 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 089 ; GAVÀ ; AV AV. JUAN MARAGALL, 2 0002 ; 08850 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; PZ Perpinya 23-25 ; 08400 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; CL TRES TORRES, 1 0001 ; 08400 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; AV AV. MASNOU, 33 0033 ; 08905 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL BARON DE MALDA, 11-13 0011 ; 08901 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; PZ EUROPA 1-3 ; 08902 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; RB RBLA. MARINA, 208 0208 ; 08907 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL DOCTOR MARTI JULIA, 19-21 0019 ; 08903 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL APRESTADORA 18 ; 08902 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL ENRIC PRAT DE LA RIBA 179 ; 08901 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; CL SANTA EULALIA, 228 0228 ; 08902 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 102 ; IGUALADA ; RB RBLA. SAN ISIDRO, 1 0001 ; 08700 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 110 ; MALGRAT DE MAR ; CL CARMEN, 69 0069 ; 08380 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 112 ; MANLLEU ; PS DE SANT JOAN 80 ; 08560 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 113 ; MANRESA ; PS PO. DE PERE III, 14-16 0014 ; 08240 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 113 ; MANRESA ; PS PERE III 6 ; 08240 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 114 ; MARTORELL ; CL GERMANS MARTI 0025 ; 08760 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 118 ; MASNOU (EL) ; AV AV. PRAT DE LA RIBA, 17 0017 ; 08320 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 121 ; MATARO ; PZ PL. DE SANTA ANA, 8 0008 ; 08302 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 121 ; MATARO ; AV PUIG Y CADAFALCH 216 ; 08303 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 123 ; MOLINS DE REI ; CL DOCTOR BARRAQUER, 18 0018 ; 08750 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 124 ; MOLLET DEL VALLÈS ; CL RAMON BERENGUER III, 50 0050 ; 08100 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 125 ; MONTCADA I REIXAC ; CL MAYOR, 23 0023 ; 08110 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 136 ; MONTORNÈS DEL VALLÈS ; AV AV. VIRGEN DE MONTSERRAT, 1 0001 ; 08170 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 156 ; PALAU-SOLITÀ I PLEGAMANS ; AV AV. CATALUNYA, 197 0197 ; 08184 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 159 ; PARETS DEL VALLÈS ; AV AV. CATALUÑA, 91 0091 ; 08150 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 163 ; PINEDA DE MAR ; PZ PL. CATALUNYA, 4-5-6 0004 ; 08397 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 169 ; PRAT DE LLOBREGAT (EL) ; CL FEDERICO SOLER, 31 0031 ; 08820 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 172 ; PREMIÀ DE MAR ; ZZ GRAN VIA DE LLUIS COMPANYS, 151 0151 ; 08330 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 180 ; RIPOLLET ; RB RBLA. SANT JORDI, 72 0072 ; 08291 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 184 ; RUBI ; PZ PL. DE CATALUNYA, 7 0007 ; 08191 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; CL VIA MASSAGUE 6 - 8 ; 08202 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; AV AV. MATADEPERA, 63 0063 ; 08207 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; CL RAMBLA, 95 0095 ; 08202 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; PS PO. PLACA MAJOR, 32 0032 ; 08202 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 194 ; SANT ADRIÀ DE BESÒS ; AV AV. PI I MARGALL, 13 0013 ; 08930 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 196 ; SANT ANDREU DE LA BARCA ; CL FONT DE LA RODA, 31 0031 ; 08740 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 200 ; SANT BOI DE LLOBREGAT ; CR CTRA. DE BARCELONA, 55 0055 ; 08840 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 200 ; SANT BOI DE LLOBREGAT ; PZ DE CATALUNYA 12 ; 08830 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 202 ; SANT CELONI ; CR VELLA 29 ; 08470 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 205 ; SANT CUGAT DEL VALLÈS ; CL FRANCESC MORAGAS, 12-14 0012 ; 08190 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 205 ; SANT CUGAT DEL VALLÈS ; CR CTRA.SANT CUGAT A RUBI, 40 0040 ; 08190 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 211 ; SANT FELIU DE LLOBREGAT ; CL JOAN BATLLORI 9 ; 08980 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 217 ; SANT JOAN DESPI ; CL CATALUÑA, 6 0006 ; 08970 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 219 ; VILASSAR DE MAR ; CL NARCIS MONTORIOL, 59 0059 ; 08340 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 221 ; SANT JUST DESVERN ; CL BONAVISTA, 83 0083 ; 08960 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 238 ; SANT QUIRZE DEL VALLÈS ; CL PAISOS CATALANS 5 ; 08192 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 240 ; SANT SADURNI D'ANOIA ; CL MONTSERRAT, 37 0037 ; 08770 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 245 ; SANTA COLOMA DE GRAMENET ; PG Llorenc Serra 3 ; 08922 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 252 ; BARBERÀ DEL VALLÈS ; RD DE L'EST 85 ; 08210 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 260 ; SANTA PERPÈTUA DE MOGODA ; CL RAMBLA, 25 0025 ; 08130 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 260 ; SANTA PERPÈTUA DE MOGODA ; CL ONZE DE SETEMBRE, 32 0032 ; 08130 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 263 ; SANT VICENÇ DELS HORTS ; CL MOSSEN JACINT VERDAGUER, 115-117 0115 ; 08620 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 266 ; CERDANYOLA DEL VALLÈS ; AV AV. PRIMAVERA, 1 0001 ; 08290 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 266 ; CERDANYOLA DEL VALLÈS ; ED PLAZA CIVICA UAB S/N ; 08193 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 270 ; SITGES ; CL JESUS, 13 0013 ; 08870 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; CL MAYOR 17 ; 08221 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; AV AV. JAUME I, 325 0325 ; 08226 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; AV AV. BARCELONA, 139 0139 ; 08222 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 284 ; TORDERA ; ZZ CAMI REAL, 41 S/N ; 08490 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 285 ; TORELLO ; CL SAN MIGUEL, 7 0007 ; 08570 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 298 ; VIC ; RD FRANCESC CAMPRODON 12 ; 08500 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 298 ; VIC ; PZ PL. DE SANTA CLARA, 3 0003 ; 08500 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 301 ; VILADECANS ; AV FRANCESC MACIA 5-7 ; 08840 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 305 ; VILAFRANCA DEL PENEDÈS ; RB RBLA. DE NOSTRA SENYORA, 6 0006 ; 08720 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 305 ; VILAFRANCA DEL PENEDÈS ; AV AV. DE LA MEDITERRANIA, 8-10 0008 ; 08720 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 307 ; VILANOVA I LA GELTRU ; PZ PL. DELS COTXES, 7 0007 ; 08800 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 015 ; BANYOLES ; AV AV. PAISOS CATALANS, 27 0027 ; 17820 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 022 ; BISBAL D'EMPORDÀ (LA) ; CL LES MESURES, 18 0018 ; 17100 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 023 ; BLANES ; CL PASSEIG DE DINTRE, 44 0044 ; 17300 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 032 ; CADAQUES ; AV AV. CARIDAD SERINYANA, 4 0004 ; 17488 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 044 ; CASSÀ DE LA SELVA ; PZ DE LA COMA, 33 S/N ; 17244 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 048 ; CASTELL-PLATJA D'ARO ; AV CASTELL D'ARO 28 ; 17250 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 062 ; ESCALA (L') ; AV AVE AMARIA 15-17 ; 17130 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 066 ; FIGUERES ; CL RAMBLA 20 ; 17600 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL RUTLLA 112 ; 17003 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; AV JAUME I 00070 ; 17002 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; PZ PL. MARQUES DE CAMPS, 1 0001 ; 17001 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL UNIVERSITAT DE GIRONA, PAVELLO M-20 CAMP S/N ; 17071 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; CL NOU N-37 S/N ; 17001 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 095 ; LLORET DE MAR ; PS AGUSTIN DE FONT, 2. S/N ; 17310 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 103 ; MAÇANET DE LA SELVA ; AV CATALUNYA 21-31 ; 17412 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 114 ; OLOT ; CL MULLERAS 42 ; 17800 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 117 ; PALAFRUGELL ; CL TORRES JONAMA 0043 ; 17200 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 118 ; PALAMOS ; CL 11 DE SETEMBRE 1 ; 17230 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 147 ; RIPOLL ; PZ SAN EUDALDO 5 ; 17500 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 152 ; ROSES ; AV RHODE, 203. S/N ; 17480 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 155 ; SALT ; CL MAYOR 34-36 ; 17190 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 160 ; SANT FELIU DE GUIXOLS ; PS PO. DEL MAR, 26-27 0026 ; 17220 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 180 ; SANTA COLOMA DE FARNERS ; PZ PL. FARNERS, 16 0016 ; 17430 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 199 ; TORROELLA DE MONTGRI ; PS DE CATALUNYA 104 ; 17257 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 213 ; VIDRERES ; CL CARRER SILS, 1 0001 ; 17411 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 040 ; BALAGUER ; PS DE L'ESTACIO 00005 ; 25600 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; RB RAMBLA CORREGIDOR ESCOFET, 38 0038 ; 25007 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; CL JAIME II,71-CAMP.CAPPONT 0071 ; 25001 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; RB ARAGÓN 45-47 ; 25003 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; CL LLUIS COMPANYS 23 ; 25002 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; RB RAMBLA FERRAN 00010 ; 25007 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; AV AV. DE FRANCESC MACIA 0031 ; 25007 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 137 ; MOLLERUSSA ; CL FERRER I BUSQUETS, 43 0043 ; 25230 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 203 ; SEU D'URGELL (LA) ; PZ CATALUNYA 4 ; 25700 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 207 ; SOLSONA ; PZ PL. MAYOR, 6 0006 ; 25280 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 217 ; TÀRREGA ; PZ PL. DEL CARME, 6 0006 ; 25300 ; Operativas ; 
BP ; BANCOS ; 0049 ; BANCO SANTANDER, S.A. (0049) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 243 ; VIELHA E MIJARAN ; PZ Plaza de España 0001 ; 25530 ; Operativas ; 
